show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description
s7407,Movie,Netflix Title 7407,,"Actor 378, Actor 823",Canada,,2024,TV-PG,Action,
s7408,Movie,Netflix Title 7408,,,France,,2008,PG,Documentary,
s7409,TV Show,Netflix Title 7409,Director 35,,Canada,,2003,PG-13,Drama,This is a tv show released in 2003.
s7410,Movie,Netflix Title 7410,Director 253,"Actor 28, Actor 597",Canada,,2015,,Drama,This is a movie released in 2015.
s7411,TV Show,Netflix Title 7411,Director 297,,Canada,,1988,R,Action,
s7412,TV Show,Netflix Title 7412,Director 119,"Actor 390, Actor 645",France,,2000,TV-MA,Comedy,
s7413,Movie,Netflix Title 7413,,,United States,"January 06, 2015",2002,PG-13,Comedy,This is a movie released in 2002.
s7414,Movie,Netflix Title 7414,Director 201,"Actor 414, Actor 742",India,,1986,TV-PG,Romance,
s7415,Movie,Netflix Title 7415,Director 96,,France,"July 20, 2017",2024,,Action,This is a movie released in 2024.
s7416,Movie,Netflix Title 7416,Director 114,"Actor 114, Actor 795",,"August 21, 2016",2023,PG-13,Thriller,
s7417,TV Show,Netflix Title 7417,Director 54,"Actor 204, Actor 794",Japan,,2000,PG-13,Documentary,
s7418,Movie,Netflix Title 7418,Director 274,,France,"August 02, 2021",1985,TV-PG,Drama,This is a movie released in 1985.
s7419,TV Show,Netflix Title 7419,,"Actor 286, Actor 805",France,"March 18, 2022",1989,TV-PG,Documentary,
s7420,Movie,Netflix Title 7420,Director 150,"Actor 369, Actor 680",United States,"July 16, 2023",1991,TV-14,Comedy,This is a movie released in 1991.
s7421,TV Show,Netflix Title 7421,Director 175,"Actor 56, Actor 694",Canada,,2017,TV-MA,Horror,This is a tv show released in 2017.
s7422,TV Show,Netflix Title 7422,,"Actor 268, Actor 944",South Korea,,2017,TV-PG,Documentary,
s7423,TV Show,Netflix Title 7423,,"Actor 376, Actor 927",India,"July 09, 2023",1984,TV-MA,Action,This is a tv show released in 1984.
s7424,Movie,Netflix Title 7424,Director 83,,United Kingdom,"March 02, 2017",2009,PG-13,Action,
s7425,TV Show,Netflix Title 7425,Director 97,"Actor 19, Actor 645",India,,2017,TV-MA,Drama,
s7426,Movie,Netflix Title 7426,Director 162,,India,"July 06, 2022",1999,TV-PG,Action,This is a movie released in 1999.
s7427,Movie,Netflix Title 7427,,,India,"February 26, 2016",1993,PG,Documentary,This is a movie released in 1993.
s7428,Movie,Netflix Title 7428,,,India,"June 04, 2021",2020,PG,Horror,
s7429,TV Show,Netflix Title 7429,,"Actor 272, Actor 671",Japan,,2011,R,Drama,
s7430,TV Show,Netflix Title 7430,Director 121,,Japan,,1994,TV-MA,Romance,This is a tv show released in 1994.
s7431,Movie,Netflix Title 7431,Director 197,,,,2003,R,Comedy,This is a movie released in 2003.
s7432,Movie,Netflix Title 7432,Director 72,,,,1996,G,Horror,This is a movie released in 1996.
s7433,TV Show,Netflix Title 7433,,"Actor 479, Actor 663",United Kingdom,"April 26, 2016",2010,TV-MA,Comedy,
s7434,TV Show,Netflix Title 7434,,"Actor 109, Actor 807",,,2009,R,Drama,
s7435,Movie,Netflix Title 7435,,,France,"August 19, 2022",2014,PG-13,Horror,
s7436,TV Show,Netflix Title 7436,,"Actor 213, Actor 738",,"January 26, 2016",1989,TV-PG,Drama,This is a tv show released in 1989.
s7437,Movie,Netflix Title 7437,,,United Kingdom,,2017,R,Documentary,
s7438,TV Show,Netflix Title 7438,,,India,"October 10, 2022",1986,G,Thriller,
s7439,Movie,Netflix Title 7439,,,South Korea,"October 19, 2024",1993,TV-MA,Romance,This is a movie released in 1993.
s7440,TV Show,Netflix Title 7440,Director 252,,South Korea,,2007,TV-14,Documentary,This is a tv show released in 2007.
s7441,Movie,Netflix Title 7441,,"Actor 309, Actor 551",India,"June 04, 2017",1985,TV-PG,Horror,
s7442,TV Show,Netflix Title 7442,,"Actor 305, Actor 803",Canada,,2012,TV-14,Drama,
s7443,TV Show,Netflix Title 7443,Director 82,"Actor 384, Actor 654",France,"April 18, 2022",2016,TV-MA,Comedy,
s7444,Movie,Netflix Title 7444,,,Canada,,2017,TV-PG,Action,
s7445,Movie,Netflix Title 7445,,"Actor 256, Actor 881",United Kingdom,,2002,TV-14,Horror,This is a movie released in 2002.
s7446,Movie,Netflix Title 7446,,,Canada,,1998,PG-13,Romance,
s7447,Movie,Netflix Title 7447,Director 170,,,,1992,G,Documentary,
s7448,Movie,Netflix Title 7448,Director 11,,India,"January 26, 2016",1999,TV-14,Horror,This is a movie released in 1999.
s7449,Movie,Netflix Title 7449,,"Actor 383, Actor 617",India,,1997,PG,Documentary,
s7450,TV Show,Netflix Title 7450,Director 220,,France,,2020,,Horror,This is a tv show released in 2020.
s7451,TV Show,Netflix Title 7451,,"Actor 129, Actor 775",South Korea,,2000,TV-MA,Thriller,This is a tv show released in 2000.
s7452,TV Show,Netflix Title 7452,,,India,,2007,G,Drama,This is a tv show released in 2007.
s7453,Movie,Netflix Title 7453,Director 264,,India,"November 02, 2017",1988,TV-MA,Documentary,This is a movie released in 1988.
s7454,Movie,Netflix Title 7454,,,India,"October 29, 2021",2000,TV-MA,Thriller,This is a movie released in 2000.
s7455,TV Show,Netflix Title 7455,,"Actor 190, Actor 722",Japan,"June 11, 2019",2005,TV-14,Drama,
s7456,Movie,Netflix Title 7456,,"Actor 116, Actor 767",United Kingdom,,1983,PG,Drama,
s7457,TV Show,Netflix Title 7457,Director 101,,,"September 03, 2022",2006,TV-14,Thriller,
s7458,TV Show,Netflix Title 7458,,"Actor 336, Actor 699",Canada,"January 19, 2016",1990,PG-13,Romance,This is a tv show released in 1990.
s7459,TV Show,Netflix Title 7459,Director 171,"Actor 443, Actor 708",South Korea,,2018,TV-PG,Drama,This is a tv show released in 2018.
s7460,Movie,Netflix Title 7460,,"Actor 300, Actor 864",,,2005,TV-PG,Horror,
s7461,Movie,Netflix Title 7461,Director 172,,France,"June 26, 2019",1994,TV-14,Comedy,
s7462,TV Show,Netflix Title 7462,Director 2,,India,,1985,G,Documentary,
s7463,TV Show,Netflix Title 7463,,,France,"May 03, 2018",2013,TV-MA,Documentary,This is a tv show released in 2013.
s7464,TV Show,Netflix Title 7464,,,South Korea,,2013,PG-13,Comedy,
s7465,Movie,Netflix Title 7465,Director 96,,United States,"June 05, 2020",2007,R,Romance,
s7466,TV Show,Netflix Title 7466,Director 103,,United States,,1989,PG,Thriller,
s7467,Movie,Netflix Title 7467,Director 45,,Canada,"November 29, 2024",2019,,Documentary,This is a movie released in 2019.
s7468,Movie,Netflix Title 7468,Director 8,"Actor 89, Actor 897",France,,2019,TV-14,Action,
s7469,Movie,Netflix Title 7469,,,Japan,,1983,R,Drama,This is a movie released in 1983.
s7470,TV Show,Netflix Title 7470,,"Actor 494, Actor 908",United States,,2002,,Action,This is a tv show released in 2002.
s7471,TV Show,Netflix Title 7471,Director 119,"Actor 332, Actor 626",South Korea,"November 20, 2018",1997,PG-13,Comedy,This is a tv show released in 1997.
s7472,Movie,Netflix Title 7472,Director 95,"Actor 242, Actor 807",Canada,"September 11, 2018",1999,TV-PG,Drama,This is a movie released in 1999.
s7473,Movie,Netflix Title 7473,,,Canada,,1996,G,Horror,
s7474,TV Show,Netflix Title 7474,,,,,2011,,Drama,This is a tv show released in 2011.
s7475,Movie,Netflix Title 7475,Director 204,"Actor 173, Actor 825",Japan,"December 13, 2023",1994,TV-PG,Horror,
s7476,TV Show,Netflix Title 7476,,,India,,2015,R,Documentary,
s7477,Movie,Netflix Title 7477,,"Actor 23, Actor 949",,"July 13, 2019",2008,TV-MA,Thriller,This is a movie released in 2008.
s7478,TV Show,Netflix Title 7478,,"Actor 251, Actor 614",Canada,,1997,TV-14,Action,This is a tv show released in 1997.
s7479,Movie,Netflix Title 7479,Director 23,"Actor 399, Actor 955",United Kingdom,"October 28, 2015",2000,,Documentary,This is a movie released in 2000.
s7480,Movie,Netflix Title 7480,,,France,"November 24, 2023",1990,PG,Comedy,
s7481,Movie,Netflix Title 7481,,"Actor 300, Actor 505",United Kingdom,"April 03, 2020",2018,R,Action,
s7482,Movie,Netflix Title 7482,Director 147,,United States,,1990,TV-PG,Horror,
s7483,TV Show,Netflix Title 7483,Director 287,,,"November 11, 2020",1992,,Action,
s7484,Movie,Netflix Title 7484,Director 96,"Actor 374, Actor 784",,,1989,TV-14,Drama,This is a movie released in 1989.
s7485,Movie,Netflix Title 7485,,,Japan,,1997,TV-14,Romance,
s7486,Movie,Netflix Title 7486,Director 41,"Actor 449, Actor 519",Canada,,2003,TV-PG,Thriller,This is a movie released in 2003.
s7487,Movie,Netflix Title 7487,Director 93,"Actor 61, Actor 937",France,"December 17, 2021",2001,PG-13,Romance,
s7488,Movie,Netflix Title 7488,Director 165,,United States,,2004,PG-13,Horror,This is a movie released in 2004.
s7489,TV Show,Netflix Title 7489,Director 75,,Japan,"May 02, 2019",2000,PG-13,Horror,This is a tv show released in 2000.
s7490,Movie,Netflix Title 7490,Director 137,"Actor 423, Actor 838",United States,,1991,PG,Documentary,This is a movie released in 1991.
s7491,TV Show,Netflix Title 7491,,,France,"June 02, 2016",1997,G,Documentary,
s7492,TV Show,Netflix Title 7492,,,Japan,,2007,PG-13,Romance,This is a tv show released in 2007.
s7493,TV Show,Netflix Title 7493,Director 187,"Actor 258, Actor 833",France,,1995,,Action,
s7494,Movie,Netflix Title 7494,,"Actor 222, Actor 973",France,,2003,,Thriller,
s7495,TV Show,Netflix Title 7495,,,India,,1998,R,Action,
s7496,TV Show,Netflix Title 7496,,"Actor 398, Actor 569",Canada,,2017,TV-MA,Romance,This is a tv show released in 2017.
s7497,TV Show,Netflix Title 7497,,"Actor 435, Actor 519",South Korea,,2002,G,Romance,
s7498,Movie,Netflix Title 7498,,"Actor 103, Actor 776",United States,"August 08, 2023",1986,G,Comedy,
s7499,TV Show,Netflix Title 7499,,,,"March 07, 2023",2020,,Romance,
s7500,Movie,Netflix Title 7500,,,France,"June 24, 2021",1988,G,Thriller,
s7501,TV Show,Netflix Title 7501,Director 58,,United Kingdom,,1985,TV-14,Documentary,
s7502,Movie,Netflix Title 7502,,"Actor 293, Actor 739",,,2021,,Action,This is a movie released in 2021.
s7503,Movie,Netflix Title 7503,Director 189,"Actor 325, Actor 851",Canada,,2001,G,Drama,This is a movie released in 2001.
s7504,TV Show,Netflix Title 7504,Director 118,,Japan,"June 27, 2019",1986,TV-PG,Action,This is a tv show released in 1986.
s7505,TV Show,Netflix Title 7505,,,India,,2002,TV-MA,Horror,This is a tv show released in 2002.
s7506,TV Show,Netflix Title 7506,,,India,"December 13, 2019",1981,TV-PG,Thriller,
s7507,TV Show,Netflix Title 7507,Director 215,,Japan,,2019,,Drama,This is a tv show released in 2019.
s7508,Movie,Netflix Title 7508,Director 93,,United Kingdom,"September 23, 2021",2003,PG,Action,
s7509,Movie,Netflix Title 7509,Director 94,"Actor 290, Actor 766",United States,,1983,,Drama,
s7510,Movie,Netflix Title 7510,Director 232,"Actor 431, Actor 809",India,,2001,TV-MA,Action,This is a movie released in 2001.
s7511,TV Show,Netflix Title 7511,Director 207,,United Kingdom,,2023,TV-MA,Romance,This is a tv show released in 2023.
s7512,TV Show,Netflix Title 7512,Director 102,"Actor 450, Actor 973",India,"April 01, 2021",2019,TV-PG,Drama,This is a tv show released in 2019.
s7513,TV Show,Netflix Title 7513,Director 135,,South Korea,,1996,,Documentary,
s7514,Movie,Netflix Title 7514,Director 5,,South Korea,"February 23, 2023",1994,TV-MA,Horror,This is a movie released in 1994.
s7515,Movie,Netflix Title 7515,Director 147,"Actor 131, Actor 883",France,,1984,TV-MA,Action,This is a movie released in 1984.
s7516,TV Show,Netflix Title 7516,Director 105,,United Kingdom,,2018,TV-MA,Comedy,This is a tv show released in 2018.
s7517,Movie,Netflix Title 7517,,,India,,2018,TV-PG,Thriller,
s7518,Movie,Netflix Title 7518,,"Actor 280, Actor 695",,,2012,PG,Documentary,
s7519,Movie,Netflix Title 7519,Director 262,,,,1985,R,Drama,This is a movie released in 1985.
s7520,TV Show,Netflix Title 7520,,"Actor 222, Actor 711",South Korea,,1999,TV-14,Action,This is a tv show released in 1999.
s7521,Movie,Netflix Title 7521,Director 229,"Actor 303, Actor 763",Canada,"February 18, 2019",2008,G,Thriller,This is a movie released in 2008.
s7522,TV Show,Netflix Title 7522,Director 204,,South Korea,"August 10, 2020",2002,TV-MA,Horror,
s7523,Movie,Netflix Title 7523,,"Actor 140, Actor 741",,,2017,,Romance,This is a movie released in 2017.
s7524,TV Show,Netflix Title 7524,Director 39,"Actor 419, Actor 783",,"May 15, 2024",1993,PG-13,Thriller,
s7525,TV Show,Netflix Title 7525,Director 135,,,,2008,TV-MA,Documentary,
s7526,Movie,Netflix Title 7526,Director 264,,Japan,"June 01, 2022",1991,,Thriller,
s7527,TV Show,Netflix Title 7527,,"Actor 452, Actor 771",United States,"August 30, 2024",2002,R,Documentary,
s7528,Movie,Netflix Title 7528,Director 212,"Actor 215, Actor 839",France,"September 06, 2018",1994,R,Action,
s7529,Movie,Netflix Title 7529,Director 238,"Actor 450, Actor 590",South Korea,"March 28, 2023",1989,R,Documentary,
s7530,TV Show,Netflix Title 7530,Director 62,"Actor 59, Actor 891",Canada,,1995,G,Documentary,This is a tv show released in 1995.
s7531,TV Show,Netflix Title 7531,,"Actor 248, Actor 653",France,,2022,TV-MA,Comedy,This is a tv show released in 2022.
s7532,TV Show,Netflix Title 7532,,"Actor 85, Actor 740",United States,,2018,TV-MA,Comedy,This is a tv show released in 2018.
s7533,TV Show,Netflix Title 7533,,"Actor 382, Actor 548",France,,1997,PG,Comedy,
s7534,Movie,Netflix Title 7534,Director 40,,India,"May 05, 2023",2011,G,Action,
s7535,TV Show,Netflix Title 7535,,"Actor 268, Actor 605",United Kingdom,"August 09, 2015",2010,PG-13,Documentary,
s7536,TV Show,Netflix Title 7536,,"Actor 112, Actor 946",Japan,"March 28, 2024",1990,R,Horror,This is a tv show released in 1990.
s7537,TV Show,Netflix Title 7537,,"Actor 45, Actor 720",United States,"April 23, 2016",2008,TV-MA,Documentary,This is a tv show released in 2008.
s7538,Movie,Netflix Title 7538,Director 225,"Actor 370, Actor 990",,,1997,TV-PG,Horror,
s7539,Movie,Netflix Title 7539,Director 299,"Actor 341, Actor 756",Japan,,2019,TV-MA,Thriller,
s7540,TV Show,Netflix Title 7540,Director 239,,United States,"January 28, 2016",2013,PG-13,Horror,
s7541,Movie,Netflix Title 7541,Director 143,,South Korea,,2021,R,Drama,This is a movie released in 2021.
s7542,TV Show,Netflix Title 7542,,"Actor 427, Actor 647",United Kingdom,"October 18, 2023",2019,TV-MA,Comedy,This is a tv show released in 2019.
s7543,TV Show,Netflix Title 7543,Director 293,"Actor 140, Actor 857",Canada,,1997,PG,Horror,
s7544,Movie,Netflix Title 7544,,,United States,"October 28, 2023",1997,TV-14,Romance,This is a movie released in 1997.
s7545,TV Show,Netflix Title 7545,Director 174,,France,,1983,TV-14,Drama,
s7546,Movie,Netflix Title 7546,,"Actor 315, Actor 744",India,"August 20, 2017",1999,PG,Romance,
s7547,Movie,Netflix Title 7547,Director 282,"Actor 79, Actor 773",Canada,,2009,TV-PG,Action,
s7548,TV Show,Netflix Title 7548,,"Actor 24, Actor 995",Canada,"February 28, 2020",1992,G,Comedy,This is a tv show released in 1992.
s7549,Movie,Netflix Title 7549,,,Canada,,2000,TV-MA,Drama,This is a movie released in 2000.
s7550,Movie,Netflix Title 7550,,"Actor 210, Actor 995",South Korea,,2016,,Drama,
s7551,Movie,Netflix Title 7551,,"Actor 462, Actor 529",India,"May 10, 2022",2004,TV-PG,Documentary,
s7552,Movie,Netflix Title 7552,Director 92,"Actor 256, Actor 837",United States,"May 27, 2021",2023,G,Documentary,
s7553,TV Show,Netflix Title 7553,Director 50,,South Korea,,2004,TV-MA,Comedy,This is a tv show released in 2004.
s7554,TV Show,Netflix Title 7554,Director 8,,India,"August 18, 2020",1992,TV-14,Romance,
s7555,TV Show,Netflix Title 7555,,"Actor 251, Actor 723",,"December 04, 2019",2002,PG,Action,This is a tv show released in 2002.
s7556,Movie,Netflix Title 7556,,,India,"April 09, 2024",2009,,Comedy,
s7557,TV Show,Netflix Title 7557,Director 293,"Actor 161, Actor 783",Canada,"December 18, 2016",2001,R,Action,
s7558,TV Show,Netflix Title 7558,,"Actor 166, Actor 700",Japan,"April 23, 2022",1980,TV-MA,Horror,This is a tv show released in 1980.
s7559,TV Show,Netflix Title 7559,Director 32,,France,,2008,TV-PG,Thriller,This is a tv show released in 2008.
s7560,TV Show,Netflix Title 7560,,,,"September 18, 2021",2012,TV-14,Romance,
s7561,TV Show,Netflix Title 7561,,"Actor 233, Actor 537",South Korea,,2006,TV-14,Action,This is a tv show released in 2006.
s7562,Movie,Netflix Title 7562,,,Canada,,2019,TV-PG,Drama,This is a movie released in 2019.
s7563,Movie,Netflix Title 7563,,"Actor 286, Actor 958",Japan,"April 02, 2023",1987,G,Drama,
s7564,TV Show,Netflix Title 7564,,"Actor 139, Actor 973",Japan,,2007,PG-13,Action,
s7565,Movie,Netflix Title 7565,,"Actor 118, Actor 627",France,,1982,G,Comedy,
s7566,Movie,Netflix Title 7566,,"Actor 368, Actor 581",India,,1997,TV-14,Documentary,
s7567,TV Show,Netflix Title 7567,,,France,,2014,G,Horror,
s7568,Movie,Netflix Title 7568,Director 20,,United Kingdom,"August 22, 2016",2005,TV-PG,Documentary,
s7569,TV Show,Netflix Title 7569,,"Actor 422, Actor 853",Japan,,1994,,Thriller,
s7570,TV Show,Netflix Title 7570,Director 192,,Canada,,2008,TV-14,Romance,
s7571,Movie,Netflix Title 7571,,,South Korea,,2004,TV-PG,Drama,
s7572,Movie,Netflix Title 7572,Director 146,,,,2007,R,Documentary,This is a movie released in 2007.
s7573,Movie,Netflix Title 7573,Director 147,,United Kingdom,"July 04, 2015",1989,TV-MA,Thriller,This is a movie released in 1989.
s7574,TV Show,Netflix Title 7574,,"Actor 307, Actor 614",India,,1993,TV-MA,Horror,This is a tv show released in 1993.
s7575,Movie,Netflix Title 7575,,"Actor 109, Actor 926",India,,2016,TV-14,Romance,
s7576,Movie,Netflix Title 7576,Director 28,,Japan,"July 04, 2016",1993,,Romance,This is a movie released in 1993.
s7577,TV Show,Netflix Title 7577,,"Actor 311, Actor 665",France,,1996,PG,Drama,This is a tv show released in 1996.
s7578,TV Show,Netflix Title 7578,Director 157,"Actor 255, Actor 868",United States,"November 18, 2024",2008,TV-PG,Romance,This is a tv show released in 2008.
s7579,Movie,Netflix Title 7579,Director 246,"Actor 487, Actor 759",South Korea,,2007,TV-14,Drama,
s7580,TV Show,Netflix Title 7580,,,,,2013,R,Action,This is a tv show released in 2013.
s7581,TV Show,Netflix Title 7581,Director 291,"Actor 332, Actor 919",United Kingdom,"April 20, 2019",2001,G,Romance,This is a tv show released in 2001.
s7582,TV Show,Netflix Title 7582,Director 222,,Canada,,2020,PG-13,Documentary,This is a tv show released in 2020.
s7583,TV Show,Netflix Title 7583,,"Actor 135, Actor 689",South Korea,"August 23, 2021",1987,PG-13,Comedy,This is a tv show released in 1987.
s7584,TV Show,Netflix Title 7584,Director 43,,France,"July 06, 2020",1998,,Horror,This is a tv show released in 1998.
s7585,TV Show,Netflix Title 7585,,"Actor 328, Actor 990",Japan,,1989,TV-MA,Comedy,
s7586,Movie,Netflix Title 7586,,,South Korea,,2020,TV-14,Action,
s7587,Movie,Netflix Title 7587,Director 112,"Actor 418, Actor 770",India,"November 06, 2016",2011,TV-14,Action,This is a movie released in 2011.
s7588,Movie,Netflix Title 7588,,"Actor 246, Actor 879",United Kingdom,,2011,TV-14,Thriller,
s7589,Movie,Netflix Title 7589,Director 111,,Canada,,2012,TV-MA,Comedy,This is a movie released in 2012.
s7590,TV Show,Netflix Title 7590,,"Actor 215, Actor 940",France,"April 08, 2016",2001,,Comedy,This is a tv show released in 2001.
s7591,Movie,Netflix Title 7591,Director 274,"Actor 3, Actor 926",Japan,"April 21, 2024",2018,R,Thriller,
s7592,TV Show,Netflix Title 7592,Director 170,,United States,"February 07, 2020",1993,G,Thriller,
s7593,Movie,Netflix Title 7593,Director 67,"Actor 311, Actor 936",United States,"September 28, 2015",1993,G,Drama,This is a movie released in 1993.
s7594,TV Show,Netflix Title 7594,Director 146,,France,,2007,TV-MA,Action,
s7595,Movie,Netflix Title 7595,,,India,"October 05, 2019",2022,PG-13,Romance,This is a movie released in 2022.
s7596,TV Show,Netflix Title 7596,Director 239,"Actor 314, Actor 942",United Kingdom,"November 15, 2017",1992,PG,Thriller,
s7597,TV Show,Netflix Title 7597,Director 263,"Actor 254, Actor 737",South Korea,"January 10, 2017",1997,,Comedy,
s7598,TV Show,Netflix Title 7598,,,United Kingdom,"March 07, 2023",2021,,Thriller,This is a tv show released in 2021.
s7599,TV Show,Netflix Title 7599,,,Canada,"March 02, 2020",2003,TV-PG,Action,This is a tv show released in 2003.
s7600,Movie,Netflix Title 7600,,,United States,"October 19, 2019",2022,G,Documentary,This is a movie released in 2022.
s7601,Movie,Netflix Title 7601,Director 87,"Actor 395, Actor 736",Japan,,2011,PG,Romance,
s7602,TV Show,Netflix Title 7602,,,United States,"September 27, 2022",2019,TV-PG,Thriller,This is a tv show released in 2019.
s7603,TV Show,Netflix Title 7603,Director 290,,India,"March 16, 2018",1982,PG-13,Romance,
s7604,Movie,Netflix Title 7604,,"Actor 265, Actor 803",France,"September 13, 2022",2024,TV-14,Thriller,This is a movie released in 2024.
s7605,Movie,Netflix Title 7605,Director 224,"Actor 216, Actor 805",South Korea,"August 21, 2018",2002,TV-MA,Horror,This is a movie released in 2002.
s7606,TV Show,Netflix Title 7606,,,,"September 24, 2017",2007,PG-13,Documentary,
s7607,TV Show,Netflix Title 7607,Director 142,,United Kingdom,,2009,TV-PG,Thriller,
s7608,Movie,Netflix Title 7608,Director 94,,Canada,"May 31, 2020",1993,TV-PG,Thriller,This is a movie released in 1993.
s7609,TV Show,Netflix Title 7609,Director 32,,,"February 03, 2016",2024,,Documentary,This is a tv show released in 2024.
s7610,Movie,Netflix Title 7610,Director 239,,Japan,,1988,TV-14,Comedy,
s7611,Movie,Netflix Title 7611,,,United States,,2004,R,Horror,This is a movie released in 2004.
s7612,TV Show,Netflix Title 7612,Director 14,,France,"October 06, 2018",2016,TV-14,Action,This is a tv show released in 2016.
s7613,TV Show,Netflix Title 7613,Director 35,"Actor 184, Actor 793",United Kingdom,,2014,PG-13,Thriller,This is a tv show released in 2014.
s7614,TV Show,Netflix Title 7614,Director 95,"Actor 478, Actor 933",United States,"January 01, 2022",2020,R,Action,
s7615,TV Show,Netflix Title 7615,,"Actor 22, Actor 681",France,,1985,TV-MA,Action,This is a tv show released in 1985.
s7616,TV Show,Netflix Title 7616,,,India,,2022,TV-14,Action,
s7617,Movie,Netflix Title 7617,,"Actor 76, Actor 605",Japan,,2016,G,Drama,This is a movie released in 2016.
s7618,TV Show,Netflix Title 7618,,"Actor 427, Actor 509",South Korea,"September 28, 2021",1998,,Action,
s7619,TV Show,Netflix Title 7619,Director 142,"Actor 276, Actor 591",United States,"May 06, 2019",2018,PG-13,Action,This is a tv show released in 2018.
s7620,TV Show,Netflix Title 7620,,"Actor 45, Actor 502",Japan,"July 11, 2022",1988,R,Comedy,This is a tv show released in 1988.
s7621,Movie,Netflix Title 7621,,"Actor 166, Actor 761",United States,,2019,TV-MA,Horror,This is a movie released in 2019.
s7622,Movie,Netflix Title 7622,,"Actor 63, Actor 832",United States,,1985,G,Comedy,
s7623,TV Show,Netflix Title 7623,,,United Kingdom,,1996,R,Action,
s7624,Movie,Netflix Title 7624,,,Japan,"May 28, 2018",1998,TV-PG,Romance,
s7625,Movie,Netflix Title 7625,Director 298,"Actor 140, Actor 602",United States,"December 01, 2020",1987,PG-13,Action,This is a movie released in 1987.
s7626,Movie,Netflix Title 7626,,,Japan,,2012,PG,Horror,This is a movie released in 2012.
s7627,Movie,Netflix Title 7627,Director 29,"Actor 8, Actor 921",,"September 29, 2020",1998,PG-13,Action,This is a movie released in 1998.
s7628,TV Show,Netflix Title 7628,,,Canada,"June 27, 2017",1989,TV-14,Thriller,This is a tv show released in 1989.
s7629,Movie,Netflix Title 7629,Director 51,"Actor 5, Actor 523",Canada,"March 03, 2021",1991,TV-PG,Action,
s7630,Movie,Netflix Title 7630,Director 9,,,"July 11, 2015",2017,G,Drama,This is a movie released in 2017.
s7631,Movie,Netflix Title 7631,,,United States,"May 24, 2024",2016,TV-MA,Drama,
s7632,TV Show,Netflix Title 7632,Director 163,"Actor 87, Actor 636",United States,"September 10, 2015",2006,TV-PG,Comedy,
s7633,TV Show,Netflix Title 7633,Director 263,"Actor 77, Actor 621",Japan,,2022,TV-MA,Documentary,This is a tv show released in 2022.
s7634,TV Show,Netflix Title 7634,Director 274,,United Kingdom,"October 13, 2018",1995,PG-13,Thriller,
s7635,TV Show,Netflix Title 7635,,,United Kingdom,"February 12, 2019",1992,TV-MA,Horror,This is a tv show released in 1992.
s7636,TV Show,Netflix Title 7636,,"Actor 456, Actor 947",Japan,,1983,,Documentary,This is a tv show released in 1983.
s7637,TV Show,Netflix Title 7637,,"Actor 2, Actor 757",United Kingdom,,2020,TV-PG,Romance,This is a tv show released in 2020.
s7638,Movie,Netflix Title 7638,Director 234,"Actor 179, Actor 719",,,1992,PG,Romance,
s7639,TV Show,Netflix Title 7639,,,India,,2012,TV-MA,Action,This is a tv show released in 2012.
s7640,Movie,Netflix Title 7640,,"Actor 482, Actor 878",India,,1989,TV-MA,Action,
s7641,Movie,Netflix Title 7641,Director 246,,India,"November 13, 2015",1999,G,Drama,This is a movie released in 1999.
s7642,Movie,Netflix Title 7642,,,United States,,2016,R,Romance,
s7643,Movie,Netflix Title 7643,,,France,"September 22, 2022",2011,PG-13,Thriller,This is a movie released in 2011.
s7644,Movie,Netflix Title 7644,,"Actor 225, Actor 827",United States,,1992,,Documentary,This is a movie released in 1992.
s7645,Movie,Netflix Title 7645,,"Actor 34, Actor 627",Japan,,2002,TV-MA,Documentary,
s7646,Movie,Netflix Title 7646,,,Canada,,1991,PG-13,Documentary,
s7647,TV Show,Netflix Title 7647,Director 287,"Actor 305, Actor 787",United Kingdom,,2011,TV-PG,Drama,
s7648,TV Show,Netflix Title 7648,,,Canada,"October 10, 2018",1982,,Drama,
s7649,Movie,Netflix Title 7649,Director 68,"Actor 164, Actor 963",United Kingdom,"August 20, 2015",2014,TV-14,Drama,
s7650,TV Show,Netflix Title 7650,Director 18,,United Kingdom,"November 12, 2021",1995,PG-13,Action,
s7651,TV Show,Netflix Title 7651,,"Actor 175, Actor 647",United Kingdom,,2015,PG-13,Comedy,This is a tv show released in 2015.
s7652,Movie,Netflix Title 7652,Director 158,,India,,1988,R,Comedy,This is a movie released in 1988.
s7653,Movie,Netflix Title 7653,,,South Korea,"December 26, 2015",1982,,Thriller,
s7654,TV Show,Netflix Title 7654,,,United Kingdom,,2012,PG-13,Romance,This is a tv show released in 2012.
s7655,Movie,Netflix Title 7655,Director 286,"Actor 41, Actor 948",United States,"May 11, 2016",1985,TV-14,Romance,This is a movie released in 1985.
s7656,TV Show,Netflix Title 7656,,,France,,1991,TV-PG,Horror,This is a tv show released in 1991.
s7657,TV Show,Netflix Title 7657,,,France,"February 09, 2022",2004,PG-13,Horror,This is a tv show released in 2004.
s7658,Movie,Netflix Title 7658,Director 11,,,"September 09, 2023",2010,TV-14,Thriller,This is a movie released in 2010.
s7659,TV Show,Netflix Title 7659,Director 89,"Actor 85, Actor 722",South Korea,"December 23, 2022",2020,G,Horror,This is a tv show released in 2020.
s7660,Movie,Netflix Title 7660,,,India,,1982,TV-PG,Action,
s7661,TV Show,Netflix Title 7661,,"Actor 456, Actor 834",,,1982,TV-PG,Drama,
